feature,importance
 hom,0.0
 how,0.0
able focus,0.0
 hum,0.0
able help,0.0
 i t,0.0
able learn,0.0
 id,0.0
 ide,0.0
able make,0.0
 if ,0.0
able participate,0.0
able play,0.0
 inc,0.0
 ind,0.0
 inf,0.0
 ins,0.0
 int,0.0
able tell,0.0
 it.,0.0
able use,0.0
able work,0.0
abolish,0.0
 ju,0.0
 jus,0.0
 k,0.0
 ke,0.0
 kee,0.0
 ki,0.0
abolish electoral,0.0
 kn,0.0
 kno,0.0
 la,0.0
 le,0.0
abolished,0.0
 les,0.0
abolishing,0.0
 lif,0.0
abolishing electoral,0.0
absolutely,0.0
 liv,0.0
 lo,0.0
 loo,0.0
 lot,0.0
 mak,0.0
 man,0.0
 mar,0.0
 may,0.0
abuse,0.0
 me ,0.0
 mea,0.0
academic,0.0
 mig,0.0
academic performance,0.0
 mon,0.0
 mor,0.0
 mos,0.0
 mu,0.0
 muc,0.0
academic success,0.0
academically,0.0
academics,0.0
 ne,0.0
 nee,0.0
 new,0.0
accelerate,0.0
 no ,0.0
 not,0.0
 off,0.0
 on ,0.0
accept,0.0
 onl,0.0
 op,0.0
 opi,0.0
 opp,0.0
 or,0.0
 or ,0.0
 ot,0.0
 oth,0.0
 ou,0.0
 our,0.0
accepted,0.0
 ov,0.0
 ove,0.0
access,0.0
 own,0.0
 pa,0.0
 par,0.0
 pas,0.0
access information,0.0
accessible,0.0
 per,0.0
 ph,0.0
accident,0.0
accidents,0.0
accidents caused,0.0
 pla,0.0
accomplish,0.0
 pol,0.0
accomplished,0.0
 pos,0.0
 pr,0.0
 pre,0.0
 pri,0.0
accomplishments,0.0
 pu,0.0
 q,0.0
 qu,0.0
 ra,0.0
according,0.0
 rec,0.0
 red,0.0
 rel,0.0
according article,0.0
 ri,0.0
according passage,0.0
according source,0.0
 sa,0.0
 saf,0.0
account,0.0
accountability,0.0
 sch,0.0
 se,0.0
 see,0.0
 sen,0.0
 ser,0.0
 sh,0.0
accountable,0.0
accurate,0.0
accurately,0.0
achieve goals,0.0
 sm,0.0
achieve success,0.0
achieved,0.0
 som,0.0
 sp,0.0
 spe,0.0
 spo,0.0
 sta,0.0
 sti,0.0
achievement,0.0
 stu,0.0
 su,0.0
 suc,0.0
 sum,0.0
achieving,0.0
 sur,0.0
 sy,0.0
 sys,0.0
 ta,0.0
 tak,0.0
achieving goals,0.0
 tea,0.0
 tec,0.0
 tho,0.0
 thr,0.0
achieving success,0.0
 tim,0.0
 too,0.0
 tr,0.0
 tra,0.0
 tru,0.0
 try,0.0
 un,0.0
 und,0.0
 uni,0.0
acid,0.0
 up ,0.0
 us,0.0
acropolis,0.0
 usa,0.0
act,0.0
acting,0.0
 va,0.0
action,0.0
action coding,0.0
actions,0.0
 vi,0.0
 vo,0.0
 vot,0.0
active,0.0
actively,0.0
activities,0.0
activities help,0.0
 we,0.0
 we ,0.0
 wel,0.0
activities like,0.0
activities provide,0.0
 whe,0.0
 whi,0.0
 who,0.0
 why,0.0
activities school,0.0
 wit,0.0
activities sports,0.0
activities students,0.0
activity help,0.0
 wr,0.0
activity school,0.0
activity students,0.0
 yea,0.0
acts,0.0
actual,0.0
actually,0.0
actually voting,0.0
ad,0.0
're ,0.0
adapt,0.0
add,0.0
added,0.0
't ,0.0
adding,0.0
addition,0.0
", b",0.0
", bu",0.0
", c",0.0
", e",0.0
", h",0.0
additional,0.0
additionally students,0.0
address,0.0
address city,0.0
", m",0.0
", o",0.0
", or",0.0
addressed,0.0
", s",0.0
", so",0.0
", st",0.0
", t",0.0
", th",0.0
adjust,0.0
administration,0.0
adopt,0.0
adopting,0.0
adult,0.0
. a,0.0
adults,0.0
advance,0.0
advanced,0.0
advancement,0.0
. fo,0.0
. h,0.0
advancements,0.0
. i ,0.0
advances,0.0
. in,0.0
advantage,0.0
. l,0.0
advantage limiting,0.0
. o,0.0
. on,0.0
. p,0.0
. s,0.0
. so,0.0
. t,0.0
. th,0.0
. w,0.0
. wh,0.0
advantages,0.0
"."" ",0.0
advantages disadvantages,0.0
a b,0.0
advantages limiting,0.0
a ca,0.0
a d,0.0
a f,0.0
adventures,0.0
a gr,0.0
a h,0.0
advice,0.0
a lo,0.0
a m,0.0
a n,0.0
a p,0.0
a r,0.0
a s,0.0
advice ask,0.0
a t,0.0
a w,0.0
advice different,0.0
abl,0.0
advice good,0.0
abo,0.0
abou,0.0
acc,0.0
ace,0.0
ace ,0.0
ach,0.0
ach ,0.0
ache,0.0
advice help,0.0
ack ,0.0
act,0.0
act ,0.0
acti,0.0
ad ,0.0
ad t,0.0
advice multiple,0.0
advice people,0.0
ade,0.0
ade ,0.0
adv,0.0
adva,0.0
advi,0.0
advice person,0.0
afe,0.0
aff,0.0
aft,0.0
advise,0.0
affect,0.0
affected,0.0
age ,0.0
ages,0.0
affects,0.0
ai,0.0
ail,0.0
ain,0.0
ain ,0.0
air,0.0
air ,0.0
ak,0.0
ake,0.0
afford,0.0
akes,0.0
aki,0.0
akin,0.0
al ,0.0
al a,0.0
al c,0.0
ali,0.0
alk,0.0
all ,0.0
alle,0.0
allo,0.0
ally,0.0
als,0.0
als ,0.0
also,0.0
alt,0.0
alth,0.0
alw,0.0
alwa,0.0
affordable,0.0
am ,0.0
ame,0.0
ame ,0.0
amp,0.0
ampl,0.0
an a,0.0
afraid,0.0
an e,0.0
an h,0.0
an i,0.0
an o,0.0
an s,0.0
an t,0.0
age,0.0
ance,0.0
andi,0.0
ane,0.0
anet,0.0
ang,0.0
ange,0.0
ani,0.0
ano,0.0
anot,0.0
ans,0.0
ans ,0.0
agency,0.0
ages,0.0
anta,0.0
any,0.0
ago,0.0
ap,0.0
ago venus,0.0
appe,0.0
agree,0.0
ar a,0.0
agree students,0.0
ar v,0.0
ard,0.0
ard ,0.0
agreed,0.0
aren,0.0
arg,0.0
ari,0.0
arn,0.0
ahead,0.0
arni,0.0
aro,0.0
arou,0.0
aid,0.0
aim,0.0
art,0.0
art ,0.0
air,0.0
air global,0.0
as a,0.0
as t,0.0
air pollution,0.0
asi,0.0
ask,0.0
aso,0.0
airplanes,0.0
ass,0.0
al,0.0
asse,0.0
assi,0.0
ast,0.0
at a,0.0
at c,0.0
at h,0.0
at i,0.0
at s,0.0
al gore,0.0
at w,0.0
at y,0.0
ate,0.0
ate ,0.0
ated,0.0
ates,0.0
ath,0.0
alert,0.0
alien,0.0
atio,0.0
ativ,0.0
att,0.0
atte,0.0
atu,0.0
atur,0.0
alien artifact,0.0
aus,0.0
alien life,0.0
aut,0.0
ave,0.0
alien monument,0.0
avi,0.0
avin,0.0
aw,0.0
ay ,0.0
ay a,0.0
ay t,0.0
ays,0.0
aliens,0.0
b ,0.0
align,0.0
alike,0.0
be a,0.0
be t,0.0
alleviate,0.0
allow,0.0
beco,0.0
bee,0.0
been,0.0
bei,0.0
bein,0.0
bel,0.0
beli,0.0
ben,0.0
bene,0.0
ber,0.0
bes,0.0
best,0.0
bet,0.0
bett,0.0
bi,0.0
bil,0.0
bili,0.0
bl,0.0
ble,0.0
ble ,0.0
blem,0.0
bli,0.0
bo,0.0
allow students,0.0
bout,0.0
br,0.0
bu,0.0
but,0.0
but ,0.0
by,0.0
by ,0.0
c ,0.0
cal,0.0
allowed,0.0
allowed use,0.0
allowing,0.0
allowing students,0.0
cand,0.0
car,0.0
allows,0.0
care,0.0
allows students,0.0
cat,0.0
cati,0.0
alot,0.0
aloud,0.0
alternative,0.0
alternative modes,0.0
alternative transportation,0.0
alternatives,0.0
ce a,0.0
alto,0.0
ce o,0.0
ce t,0.0
"ce,",0.0
"ce, ",0.0
ce.,0.0
ce. ,0.0
ced,0.0
ced ,0.0
cel,0.0
cell,0.0
cen,0.0
cent,0.0
cer,0.0
altogether,0.0
ces ,0.0
amazing,0.0
ch ,0.0
ch a,0.0
cha,0.0
chan,0.0
che,0.0
cher,0.0
chi,0.0
chn,0.0
chno,0.0
amendment,0.0
america,0.0
ci,0.0
cia,0.0
cial,0.0
cid,0.0
cide,0.0
cie,0.0
cin,0.0
american,0.0
american history,0.0
cis,0.0
cisi,0.0
cit,0.0
ck,0.0
ck ,0.0
cl,0.0
cla,0.0
clas,0.0
cle,0.0
american people,0.0
american west,0.0
col,0.0
coll,0.0
com,0.0
come,0.0
americans,0.0
comp,0.0
americans buying,0.0
amounts,0.0
cond,0.0
cons,0.0
cont,0.0
cou,0.0
analysis,0.0
coun,0.0
analyze,0.0
cre,0.0
crea,0.0
ct,0.0
ct ,0.0
ct t,0.0
cte,0.0
cti,0.0
ctio,0.0
ctiv,0.0
cto,0.0
ctor,0.0
cts,0.0
cts ,0.0
ctu,0.0
ancient,0.0
cul,0.0
cula,0.0
cur,0.0
curr,0.0
andrew,0.0
cy,0.0
cy ,0.0
d a,0.0
d a ,0.0
d al,0.0
d an,0.0
d b,0.0
andrew selsky,0.0
d by,0.0
d c,0.0
anger,0.0
d d,0.0
d e,0.0
d f,0.0
d fo,0.0
d g,0.0
d h,0.0
d ha,0.0
d he,0.0
d i,0.0
d in,0.0
d it,0.0
d l,0.0
d m,0.0
d ma,0.0
d mo,0.0
anger disgust,0.0
d no,0.0
d o,0.0
d of,0.0
d on,0.0
angles,0.0
d pr,0.0
angry,0.0
animal,0.0
animals,0.0
d st,0.0
d th,0.0
d to,0.0
d u,0.0
d w,0.0
d wi,0.0
d y,0.0
d yo,0.0
answer,0.0
answers,0.0
anxiety,0.0
d. ,0.0
anxious,0.0
anybody,0.0
dat,0.0
date,0.0
anymore,0.0
day ,0.0
dd,0.0
ddi,0.0
anytime,0.0
dea,0.0
dec,0.0
deci,0.0
anyways,0.0
ded ,0.0
apart,0.0
appeal,0.0
appealing,0.0
appear,0.0
der ,0.0
ders,0.0
des,0.0
des ,0.0
desi,0.0
dev,0.0
did,0.0
dida,0.0
dif,0.0
diff,0.0
din,0.0
ding,0.0
appearance,0.0
dist,0.0
appeared,0.0
diti,0.0
appears,0.0
dl,0.0
application,0.0
dn',0.0
dn't,0.0
applications,0.0
do ,0.0
doe,0.0
does,0.0
doi,0.0
doin,0.0
don,0.0
don',0.0
dr,0.0
applied,0.0
driv,0.0
ds,0.0
ds ,0.0
du,0.0
apply,0.0
applying,0.0
duce,0.0
dur,0.0
duri,0.0
dv,0.0
dva,0.0
dvan,0.0
dvi,0.0
dvic,0.0
dy,0.0
dy ,0.0
apportionment,0.0
e ab,0.0
appreciate,0.0
e al,0.0
e an,0.0
e ar,0.0
e as,0.0
e at,0.0
approaches,0.0
e be,0.0
e ca,0.0
e ch,0.0
e cl,0.0
e co,0.0
appropriate,0.0
e da,0.0
e de,0.0
e di,0.0
e do,0.0
apps,0.0
e e,0.0
e el,0.0
e en,0.0
e ex,0.0
e f,0.0
e fa,0.0
e fo,0.0
e fr,0.0
e g,0.0
april,0.0
e h,0.0
e ha,0.0
e he,0.0
e in,0.0
area,0.0
e it,0.0
e k,0.0
e l,0.0
e le,0.0
e li,0.0
areas,0.0
e ma,0.0
e mo,0.0
e n,0.0
e ne,0.0
e no,0.0
e of,0.0
e on,0.0
e op,0.0
e or,0.0
areas united,0.0
e p,0.0
e pa,0.0
e pe,0.0
e pl,0.0
e po,0.0
e pr,0.0
e r,0.0
e re,0.0
e sa,0.0
e sc,0.0
e se,0.0
e sh,0.0
e so,0.0
aren,0.0
e su,0.0
arent,0.0
argue electoral,0.0
e to,0.0
e tr,0.0
e u,0.0
e un,0.0
e us,0.0
e v,0.0
e wa,0.0
e we,0.0
e wh,0.0
argued,0.0
e wo,0.0
argues,0.0
e yo,0.0
e',0.0
arguing,0.0
argument,0.0
"e, a",0.0
"e, i",0.0
"e, t",0.0
e. i,0.0
e. t,0.0
ea ,0.0
eac,0.0
each,0.0
ead,0.0
ead ,0.0
arguments,0.0
eall,0.0
arguments favor,0.0
ean,0.0
arise,0.0
ear ,0.0
art,0.0
artical,0.0
ease,0.0
easo,0.0
eat,0.0
eat ,0.0
eate,0.0
article,0.0
article author,0.0
article challenge,0.0
ech,0.0
echn,0.0
eci,0.0
ecis,0.0
eco,0.0
ecom,0.0
ect,0.0
ect ,0.0
article driverless,0.0
ecto,0.0
ects,0.0
ed a,0.0
ed b,0.0
ed i,0.0
ed o,0.0
article making,0.0
ed t,0.0
"ed,",0.0
ed.,0.0
ed. ,0.0
article says,0.0
article states,0.0
ee ,0.0
eed,0.0
eed ,0.0
eel,0.0
eel ,0.0
articles,0.0
een ,0.0
eep,0.0
eer,0.0
ef,0.0
eff,0.0
artifact,0.0
efit,0.0
eg,0.0
ege,0.0
ege ,0.0
eh,0.0
artificial,0.0
ein,0.0
eing,0.0
eir,0.0
eir ,0.0
el ,0.0
ele,0.0
elec,0.0
elf,0.0
eli,0.0
elie,0.0
ell,0.0
arts,0.0
elo,0.0
elp,0.0
arts education,0.0
ely,0.0
ely ,0.0
em,0.0
em ,0.0
em t,0.0
em.,0.0
arturo,0.0
emen,0.0
arturo plaza,0.0
aside,0.0
ask advice,0.0
en a,0.0
en i,0.0
ask help,0.0
ask multiple,0.0
ask people,0.0
ask person,0.0
end ,0.0
ask questions,0.0
ene,0.0
enef,0.0
asked,0.0
ens,0.0
ent ,0.0
ent.,0.0
asking,0.0
asking advice,0.0
ents,0.0
enu,0.0
enus,0.0
env,0.0
envi,0.0
asking multiple,0.0
eon,0.0
eone,0.0
eop,0.0
eopl,0.0
ep,0.0
ep ,0.0
asking people,0.0
equ,0.0
equi,0.0
er a,0.0
er c,0.0
er f,0.0
er i,0.0
er o,0.0
er p,0.0
er s,0.0
er t,0.0
er w,0.0
asking person,0.0
asks,0.0
er.,0.0
er. ,0.0
era,0.0
erc,0.0
ere,0.0
asleep,0.0
eren,0.0
eres,0.0
eri,0.0
aspect,0.0
erl,0.0
erle,0.0
erm,0.0
ern,0.0
ers,0.0
ers ,0.0
erso,0.0
erst,0.0
ert,0.0
erv,0.0
ervi,0.0
aspects,0.0
assign,0.0
es a,0.0
assigned,0.0
assignment,0.0
es i,0.0
es o,0.0
es s,0.0
es t,0.0
es w,0.0
"es,",0.0
"es, ",0.0
assignments,0.0
assist,0.0
ese,0.0
ese ,0.0
assistance,0.0
esid,0.0
esig,0.0
associated,0.0
ess,0.0
ess ,0.0
essi,0.0
est,0.0
est ,0.0
esti,0.0
assume,0.0
et t,0.0
ete,0.0
eth,0.0
ethi,0.0
eti,0.0
ett,0.0
ette,0.0
etti,0.0
eve,0.0
assure,0.0
evel,0.0
even,0.0
ever,0.0
evi,0.0
ew,0.0
ew ,0.0
ex,0.0
astronomers,0.0
exam,0.0
exp,0.0
athlete,0.0
expl,0.0
ext,0.0
extr,0.0
ey,0.0
athletes,0.0
ey a,0.0
ey c,0.0
athletic,0.0
atlantic,0.0
f a,0.0
atmosphere,0.0
f c,0.0
f e,0.0
f i,0.0
f o,0.0
atmosphere 97,0.0
f s,0.0
atmospheric,0.0
atmospheric pressure,0.0
f w,0.0
f y,0.0
f yo,0.0
fa,0.0
attempt,0.0
attempt writing,0.0
fact,0.0
fai,0.0
fe,0.0
fe ,0.0
fec,0.0
fect,0.0
fee,0.0
feel,0.0
fer,0.0
fere,0.0
ff,0.0
ffe,0.0
ffec,0.0
ffer,0.0
ffi,0.0
ffic,0.0
fi,0.0
attend,0.0
fin,0.0
fir,0.0
firs,0.0
fit,0.0
fl,0.0
fore,0.0
form,0.0
fr,0.0
fre,0.0
free,0.0
fri,0.0
frie,0.0
fro,0.0
from,0.0
ft,0.0
fte,0.0
fter,0.0
attend class,0.0
attend classes,0.0
ful ,0.0
g a,0.0
attend school,0.0
g an,0.0
g b,0.0
g c,0.0
attendance,0.0
g d,0.0
g e,0.0
g f,0.0
g fo,0.0
g i,0.0
g in,0.0
g m,0.0
g o,0.0
g on,0.0
g p,0.0
g s,0.0
attending,0.0
g th,0.0
g to,0.0
attending classes,0.0
"g,",0.0
"g, ",0.0
g.,0.0
g. ,0.0
ga,0.0
ge ,0.0
ge i,0.0
ge.,0.0
gen,0.0
ger,0.0
attending school,0.0
ges ,0.0
get,0.0
attention,0.0
gh,0.0
gh ,0.0
attention campaign,0.0
ght ,0.0
attention class,0.0
attention road,0.0
giv,0.0
attitude,0.0
gl,0.0
attitude help,0.0
gne,0.0
attitudes,0.0
author,0.0
goi,0.0
goin,0.0
goo,0.0
good,0.0
gr,0.0
gra,0.0
grad,0.0
gre,0.0
grea,0.0
author does,0.0
author explains,0.0
gs,0.0
gs ,0.0
author makes,0.0
gy,0.0
gy ,0.0
author says,0.0
h as,0.0
h c,0.0
h i,0.0
h o,0.0
h s,0.0
h t,0.0
h th,0.0
h.,0.0
h. ,0.0
had,0.0
author states,0.0
hal,0.0
han,0.0
han ,0.0
hang,0.0
hap,0.0
author suggests,0.0
har,0.0
hard,0.0
has,0.0
author supports,0.0
authorities,0.0
authors,0.0
havi,0.0
auto,0.0
he b,0.0
automobile,0.0
he d,0.0
he e,0.0
automobiles,0.0
autonomous,0.0
he l,0.0
autonomous vehicles,0.0
he n,0.0
he o,0.0
autonomy,0.0
he r,0.0
available,0.0
average,0.0
he u,0.0
he w,0.0
hea,0.0
heal,0.0
hei,0.0
heir,0.0
hel,0.0
help,0.0
hem,0.0
average 800,0.0
hen,0.0
hen ,0.0
her ,0.0
average 8th,0.0
hers,0.0
hes,0.0
hese,0.0
hey,0.0
hey ,0.0
hic,0.0
hich,0.0
hig,0.0
high,0.0
average average,0.0
average participate,0.0
hin,0.0
hing,0.0
average play,0.0
his,0.0
his ,0.0
hn,0.0
hno,0.0
hnol,0.0
ho ,0.0
average students,0.0
home,0.0
hon,0.0
hone,0.0
hoo,0.0
hool,0.0
hor,0.0
hos,0.0
hose,0.0
averages,0.0
avoid,0.0
houl,0.0
hout,0.0
how,0.0
how ,0.0
howe,0.0
hr,0.0
hro,0.0
hrou,0.0
ht,0.0
ht ,0.0
avoided,0.0
hum,0.0
avoiding,0.0
hy,0.0
hy ,0.0
i ,0.0
i a,0.0
i t,0.0
i th,0.0
i w,0.0
ia,0.0
avoids,0.0
aware,0.0
ib,0.0
ibl,0.0
ible,0.0
ic ,0.0
ica,0.0
ical,0.0
awareness,0.0
ice ,0.0
ich,0.0
ich ,0.0
ici,0.0
ick,0.0
away,0.0
icle,0.0
icu,0.0
icul,0.0
id ,0.0
ida,0.0
idat,0.0
ide,0.0
ide ,0.0
idea,0.0
iden,0.0
ids,0.0
ids ,0.0
ien,0.0
away school,0.0
iend,0.0
ier,0.0
awesome,0.0
ies ,0.0
background,0.0
backgrounds,0.0
bad,0.0
bad grades,0.0
if y,0.0
bad idea,0.0
ife ,0.0
iff,0.0
iffe,0.0
ifi,0.0
bad thing,0.0
igh,0.0
bad things,0.0
bags,0.0
ik,0.0
ike,0.0
ike ,0.0
balance,0.0
ild,0.0
ile,0.0
ile ,0.0
ili,0.0
ilit,0.0
ill,0.0
balanced,0.0
ily,0.0
ima,0.0
balances,0.0
ime ,0.0
imes,0.0
imi,0.0
imit,0.0
ball,0.0
impo,0.0
impr,0.0
in a,0.0
in c,0.0
in o,0.0
in s,0.0
ban,0.0
ban clear,0.0
inc,0.0
ind,0.0
ind ,0.0
indi,0.0
ine,0.0
ine ,0.0
inf,0.0
"ing,",0.0
ing.,0.0
ings,0.0
ini,0.0
inio,0.0
ink,0.0
band,0.0
ins,0.0
inst,0.0
int,0.0
inte,0.0
into,0.0
ion ,0.0
banned,0.0
ion.,0.0
banning,0.0
bans,0.0
bans driving,0.0
ipa,0.0
barely,0.0
ir ,0.0
ir c,0.0
ir o,0.0
ir p,0.0
ire,0.0
iro,0.0
iron,0.0
irs,0.0
irst,0.0
base,0.0
is b,0.0
is c,0.0
is e,0.0
is i,0.0
is m,0.0
is n,0.0
baseball,0.0
is s,0.0
is t,0.0
baseball volleyball,0.0
based,0.0
ish,0.0
basic,0.0
isio,0.0
iss,0.0
ist,0.0
it a,0.0
it c,0.0
it i,0.0
it t,0.0
basic emotions,0.0
basically,0.0
basis,0.0
it.,0.0
it. ,0.0
ite,0.0
ited,0.0
ith,0.0
ith ,0.0
itho,0.0
basketball,0.0
itie,0.0
itin,0.0
beach,0.0
itiv,0.0
beacuse,0.0
its ,0.0
beautiful,0.0
ity,0.0
beauty,0.0
becasue,0.0
becuase,0.0
ive ,0.0
iver,0.0
ives,0.0
ivi,0.0
ivin,0.0
ivit,0.0
iz,0.0
ize,0.0
je,0.0
bed,0.0
ject,0.0
jo,0.0
ju,0.0
jus,0.0
just,0.0
began,0.0
k a,0.0
k i,0.0
k o,0.0
k t,0.0
begin,0.0
ke ,0.0
ke a,0.0
ke t,0.0
beginning,0.0
begins,0.0
kee,0.0
keep,0.0
kes,0.0
ki,0.0
behavior,0.0
behaviors,0.0
beijing,0.0
kill,0.0
kin,0.0
king,0.0
kn,0.0
kno,0.0
know,0.0
ks,0.0
ks ,0.0
l a,0.0
l an,0.0
l b,0.0
l be,0.0
l c,0.0
l co,0.0
l d,0.0
l e,0.0
beijing china,0.0
l h,0.0
l i,0.0
l l,0.0
l m,0.0
l o,0.0
l of,0.0
l p,0.0
l ph,0.0
beings,0.0
belief,0.0
beliefs,0.0
l to,0.0
l w,0.0
"l,",0.0
"l, ",0.0
l.,0.0
l. ,0.0
lac,0.0
believe,0.0
believe benefits,0.0
lane,0.0
lar,0.0
lar ,0.0
believe best,0.0
lass,0.0
lat,0.0
lay,0.0
believe electoral,0.0
ld a,0.0
believe face,0.0
ld h,0.0
ld n,0.0
le a,0.0
believe policy,0.0
le o,0.0
le s,0.0
le t,0.0
le w,0.0
"le,",0.0
"le, ",0.0
le.,0.0
le. ,0.0
lea,0.0
believe students,0.0
believed,0.0
lec,0.0
lect,0.0
led,0.0
leg,0.0
lege,0.0
lem,0.0
believes,0.0
les,0.0
les ,0.0
believing,0.0
let,0.0
lf,0.0
lic,0.0
lie,0.0
liev,0.0
lif,0.0
life,0.0
lik,0.0
like,0.0
lim,0.0
limi,0.0
lin,0.0
line,0.0
ling,0.0
lis,0.0
lit,0.0
belive,0.0
liv,0.0
live,0.0
lk,0.0
beneficial,0.0
ll a,0.0
beneficial students,0.0
benefit able,0.0
ll p,0.0
ll s,0.0
benefit attending,0.0
lle,0.0
lleg,0.0
lli,0.0
llo,0.0
llow,0.0
lls,0.0
llu,0.0
lly,0.0
lly ,0.0
benefit students,0.0
lo,0.0
log,0.0
logy,0.0
lon,0.0
long,0.0
loo,0.0
look,0.0
los,0.0
lot,0.0
lot ,0.0
low,0.0
lp,0.0
lp ,0.0
lp t,0.0
benefits drawbacks,0.0
ls ,0.0
lso,0.0
lso ,0.0
benefits limiting,0.0
lth,0.0
lti,0.0
benefits students,0.0
benifit,0.0
lusi,0.0
lut,0.0
luti,0.0
lv,0.0
best,0.0
lw,0.0
lwa,0.0
lway,0.0
ly a,0.0
ly t,0.0
best approach,0.0
best choice,0.0
best decision,0.0
m i,0.0
m t,0.0
m th,0.0
m to,0.0
m.,0.0
m. ,0.0
best friend,0.0
best laid,0.0
maki,0.0
mal,0.0
best option,0.0
best thing,0.0
mar,0.0
mat,0.0
may,0.0
best way,0.0
mb,0.0
mbe,0.0
mber,0.0
me ,0.0
me a,0.0
me s,0.0
me t,0.0
me.,0.0
me. ,0.0
mea,0.0
mean,0.0
better,0.0
ment,0.0
meo,0.0
meon,0.0
mer,0.0
mer ,0.0
mes,0.0
mes ,0.0
better chance,0.0
meth,0.0
better choice,0.0
better choices,0.0
migh,0.0
mil,0.0
min,0.0
mis,0.0
mit,0.0
miti,0.0
mm,0.0
mme,0.0
mmer,0.0
better decision,0.0
mmun,0.0
mon,0.0
mor,0.0
more,0.0
better decisions,0.0
better environment,0.0
mot,0.0
moti,0.0
better future,0.0
mpa,0.0
mpl,0.0
mple,0.0
better grades,0.0
better option,0.0
mpr,0.0
mpro,0.0
ms,0.0
ms ,0.0
mu,0.0
muc,0.0
much,0.0
mun,0.0
muni,0.0
better people,0.0
better person,0.0
n a,0.0
n a ,0.0
n al,0.0
n an,0.0
n b,0.0
better place,0.0
n c,0.0
n ca,0.0
better school,0.0
n d,0.0
n e,0.0
n f,0.0
n g,0.0
n h,0.0
n he,0.0
n i,0.0
n in,0.0
n is,0.0
n l,0.0
n m,0.0
n ma,0.0
better students,0.0
n of,0.0
n on,0.0
n p,0.0
n r,0.0
n re,0.0
n s,0.0
n to,0.0
n w,0.0
n wh,0.0
better understand,0.0
n yo,0.0
better understanding,0.0
n't,0.0
better way,0.0
"n,",0.0
bias,0.0
n.,0.0
n. ,0.0
biased,0.0
biases,0.0
nal ,0.0
bicycle,0.0
nam,0.0
nat,0.0
nati,0.0
bicycles,0.0
nce ,0.0
big,0.0
ncl,0.0
big deal,0.0
nd a,0.0
nd b,0.0
big difference,0.0
nd d,0.0
big hit,0.0
nd f,0.0
nd h,0.0
big problem,0.0
nd l,0.0
nd m,0.0
nd o,0.0
big states,0.0
nd r,0.0
nd s,0.0
nd t,0.0
nd w,0.0
nde,0.0
nder,0.0
ndi,0.0
ndid,0.0
ndin,0.0
nds,0.0
nds ,0.0
bigger,0.0
ne o,0.0
ned,0.0
ned ,0.0
nee,0.0
need,0.0
nef,0.0
nefi,0.0
ner,0.0
nes,0.0
nes ,0.0
biggest,0.0
new,0.0
new ,0.0
nf,0.0
nfo,0.0
nfor,0.0
ng a,0.0
ng b,0.0
bike instead,0.0
ng e,0.0
ng f,0.0
ng i,0.0
ng m,0.0
ng o,0.0
bike lanes,0.0
ng s,0.0
ng t,0.0
bike public,0.0
"ng,",0.0
"ng, ",0.0
ng.,0.0
ng. ,0.0
nge,0.0
nge ,0.0
nger,0.0
ngs,0.0
ngs ,0.0
ni,0.0
nin,0.0
ning,0.0
nio,0.0
nion,0.0
nit,0.0
nity,0.0
nk,0.0
bikeable,0.0
nk t,0.0
biked,0.0
nli,0.0
nlin,0.0
nly,0.0
nly ,0.0
nm,0.0
nme,0.0
nmen,0.0
nn,0.0
biked skated,0.0
nol,0.0
nolo,0.0
not,0.0
not ,0.0
noth,0.0
bikes,0.0
now ,0.0
ns ,0.0
ns a,0.0
ns o,0.0
ns t,0.0
"ns,",0.0
"ns, ",0.0
ns.,0.0
ns. ,0.0
nse,0.0
biking,0.0
nsp,0.0
nst,0.0
nt a,0.0
nt i,0.0
biking walking,0.0
nt t,0.0
"nt,",0.0
"nt, ",0.0
nt.,0.0
nt. ,0.0
nta,0.0
ntag,0.0
nte,0.0
nter,0.0
bills,0.0
bit,0.0
nto,0.0
nto ,0.0
ntr,0.0
nts,0.0
nts ,0.0
nts.,0.0
blame,0.0
blamed,0.0
nus ,0.0
nv,0.0
nvi,0.0
nvir,0.0
blankets,0.0
ny ,0.0
o a,0.0
o a ,0.0
o b,0.0
blimp,0.0
o c,0.0
o co,0.0
blimp like,0.0
bloomed,0.0
o e,0.0
o f,0.0
o g,0.0
o ge,0.0
o h,0.0
o ha,0.0
o he,0.0
o i,0.0
o l,0.0
o le,0.0
o m,0.0
bluetooth,0.0
o n,0.0
o no,0.0
o o,0.0
o p,0.0
o r,0.0
o re,0.0
o s,0.0
o st,0.0
board,0.0
o ta,0.0
boat,0.0
bob,0.0
o w,0.0
bob dole,0.0
bodies,0.0
o.,0.0
bogota,0.0
oad,0.0
bogota colombia,0.0
obl,0.0
oble,0.0
oc,0.0
oci,0.0
od,0.0
od ,0.0
bogota columbia,0.0
oes,0.0
of a,0.0
of c,0.0
of e,0.0
of o,0.0
of p,0.0
of s,0.0
bomberger,0.0
off,0.0
og,0.0
ogr,0.0
ogy,0.0
bond,0.0
book,0.0
oic,0.0
oice,0.0
books,0.0
boost,0.0
oj,0.0
oje,0.0
ojec,0.0
ok,0.0
ol ,0.0
oli,0.0
oll,0.0
olle,0.0
bored,0.0
olog,0.0
om ,0.0
om t,0.0
ome,0.0
ome ,0.0
omeo,0.0
omet,0.0
omm,0.0
